timings.Fajr,timings.Sunrise,timings.Dhuhr,timings.Asr,timings.Sunset,timings.Maghrib,timings.Isha,timings.Imsak,timings.Midnight,timings.Firstthird,timings.Lastthird,date.readable,date.timestamp,date.gregorian.date,date.gregorian.format,date.gregorian.day,date.gregorian.weekday.en,date.gregorian.month.number,date.gregorian.month.en,date.gregorian.year,date.gregorian.designation.abbreviated,date.gregorian.designation.expanded,date.gregorian.lunarSighting,date.hijri.date,date.hijri.format,date.hijri.day,date.hijri.weekday.en,date.hijri.weekday.ar,date.hijri.month.number,date.hijri.month.en,date.hijri.month.ar,date.hijri.month.days,date.hijri.year,date.hijri.designation.abbreviated,date.hijri.designation.expanded,date.hijri.method,meta.latitude,meta.longitude,meta.timezone,meta.method.id,meta.method.name,meta.method.params.Fajr,meta.method.params.Isha,meta.method.location.latitude,meta.method.location.longitude,meta.latitudeAdjustmentMethod,meta.midnightMode,meta.school,meta.offset.Imsak,meta.offset.Fajr,meta.offset.Sunrise,meta.offset.Dhuhr,meta.offset.Asr,meta.offset.Maghrib,meta.offset.Sunset,meta.offset.Isha,meta.offset.Midnight,date.hijri.holidays
"05:36 (+01)","07:06 (+01)","13:30 (+01)","16:59 (+01)","19:45 (+01)","19:50 (+01)","21:05 (+01)","05:26 (+01)","01:25 (+01)","23:32 (+01)","03:19 (+01)","04 Apr 2027",1806825661,04-04-2027,DD-MM-YYYY,04,Sunday,4,April,2027,AD,"Anno Domini",,27-10-1448,DD-MM-YYYY,27,"Al Ahad",الاحد,10,Shawwāl,شَوّال,30,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:34 (+01)","07:05 (+01)","13:30 (+01)","16:59 (+01)","19:46 (+01)","19:51 (+01)","21:06 (+01)","05:24 (+01)","01:25 (+01)","23:32 (+01)","03:18 (+01)","05 Apr 2027",1806912061,05-04-2027,DD-MM-YYYY,05,Monday,4,April,2027,AD,"Anno Domini",,28-10-1448,DD-MM-YYYY,28,"Al Athnayn",الاثنين,10,Shawwāl,شَوّال,30,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:33 (+01)","07:03 (+01)","13:30 (+01)","16:59 (+01)","19:46 (+01)","19:51 (+01)","21:07 (+01)","05:23 (+01)","01:25 (+01)","23:32 (+01)","03:18 (+01)","06 Apr 2027",1806998461,06-04-2027,DD-MM-YYYY,06,Tuesday,4,April,2027,AD,"Anno Domini",,29-10-1448,DD-MM-YYYY,29,"Al Thalaata",الثلاثاء,10,Shawwāl,شَوّال,30,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:31 (+01)","07:02 (+01)","13:29 (+01)","16:59 (+01)","19:47 (+01)","19:52 (+01)","21:08 (+01)","05:21 (+01)","01:25 (+01)","23:32 (+01)","03:17 (+01)","07 Apr 2027",1807084861,07-04-2027,DD-MM-YYYY,07,Wednesday,4,April,2027,AD,"Anno Domini",,30-10-1448,DD-MM-YYYY,30,"Al Arba'a",الاربعاء,10,Shawwāl,شَوّال,30,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:30 (+01)","07:01 (+01)","13:29 (+01)","16:59 (+01)","19:48 (+01)","19:53 (+01)","21:09 (+01)","05:20 (+01)","01:24 (+01)","23:32 (+01)","03:16 (+01)","08 Apr 2027",1807171261,08-04-2027,DD-MM-YYYY,08,Thursday,4,April,2027,AD,"Anno Domini",,01-11-1448,DD-MM-YYYY,1,"Al Khamees",الخميس,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,"Treaty of Hudaybiyya"
"05:28 (+01)","06:59 (+01)","13:29 (+01)","17:00 (+01)","19:49 (+01)","19:54 (+01)","21:10 (+01)","05:18 (+01)","01:24 (+01)","23:32 (+01)","03:16 (+01)","09 Apr 2027",1807257661,09-04-2027,DD-MM-YYYY,09,Friday,4,April,2027,AD,"Anno Domini",,02-11-1448,DD-MM-YYYY,2,"Al Juma'a",الجمعة,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,"Birth of Muhammad Effendi al-Yaraghi (ق) "
"05:27 (+01)","06:58 (+01)","13:29 (+01)","17:00 (+01)","19:49 (+01)","19:54 (+01)","21:11 (+01)","05:17 (+01)","01:24 (+01)","23:32 (+01)","03:15 (+01)","10 Apr 2027",1807344061,10-04-2027,DD-MM-YYYY,10,Saturday,4,April,2027,AD,"Anno Domini",,03-11-1448,DD-MM-YYYY,3,"Al Sabt",السبت,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,"Birth of Sharafuddin ad-Daghestani (ق)"
"05:25 (+01)","06:57 (+01)","13:28 (+01)","17:00 (+01)","19:50 (+01)","19:55 (+01)","21:12 (+01)","05:15 (+01)","01:23 (+01)","23:32 (+01)","03:15 (+01)","11 Apr 2027",1807430461,11-04-2027,DD-MM-YYYY,11,Sunday,4,April,2027,AD,"Anno Domini",,04-11-1448,DD-MM-YYYY,4,"Al Ahad",الاحد,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:23 (+01)","06:56 (+01)","13:28 (+01)","17:00 (+01)","19:51 (+01)","19:56 (+01)","21:13 (+01)","05:13 (+01)","01:23 (+01)","23:32 (+01)","03:14 (+01)","12 Apr 2027",1807516861,12-04-2027,DD-MM-YYYY,12,Monday,4,April,2027,AD,"Anno Domini",,05-11-1448,DD-MM-YYYY,5,"Al Athnayn",الاثنين,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:22 (+01)","06:54 (+01)","13:28 (+01)","17:00 (+01)","19:52 (+01)","19:57 (+01)","21:14 (+01)","05:12 (+01)","01:23 (+01)","23:33 (+01)","03:13 (+01)","13 Apr 2027",1807603261,13-04-2027,DD-MM-YYYY,13,Tuesday,4,April,2027,AD,"Anno Domini",,06-11-1448,DD-MM-YYYY,6,"Al Thalaata",الثلاثاء,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:20 (+01)","06:53 (+01)","13:27 (+01)","17:00 (+01)","19:52 (+01)","19:57 (+01)","21:15 (+01)","05:10 (+01)","01:23 (+01)","23:33 (+01)","03:13 (+01)","14 Apr 2027",1807689661,14-04-2027,DD-MM-YYYY,14,Wednesday,4,April,2027,AD,"Anno Domini",,07-11-1448,DD-MM-YYYY,7,"Al Arba'a",الاربعاء,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,"Birth of Ismail Muhammad ash-Shirwani (ق)"
"05:19 (+01)","06:52 (+01)","13:27 (+01)","17:00 (+01)","19:53 (+01)","19:58 (+01)","21:15 (+01)","05:09 (+01)","01:22 (+01)","23:33 (+01)","03:12 (+01)","15 Apr 2027",1807776061,15-04-2027,DD-MM-YYYY,15,Thursday,4,April,2027,AD,"Anno Domini",,08-11-1448,DD-MM-YYYY,8,"Al Khamees",الخميس,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:17 (+01)","06:51 (+01)","13:27 (+01)","17:00 (+01)","19:54 (+01)","19:59 (+01)","21:16 (+01)","05:07 (+01)","01:22 (+01)","23:33 (+01)","03:12 (+01)","16 Apr 2027",1807862461,16-04-2027,DD-MM-YYYY,16,Friday,4,April,2027,AD,"Anno Domini",,09-11-1448,DD-MM-YYYY,9,"Al Juma'a",الجمعة,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:16 (+01)","06:49 (+01)","13:27 (+01)","17:00 (+01)","19:55 (+01)","20:00 (+01)","21:17 (+01)","05:06 (+01)","01:22 (+01)","23:33 (+01)","03:11 (+01)","17 Apr 2027",1807948861,17-04-2027,DD-MM-YYYY,17,Saturday,4,April,2027,AD,"Anno Domini",,10-11-1448,DD-MM-YYYY,10,"Al Sabt",السبت,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:14 (+01)","06:48 (+01)","13:27 (+01)","17:00 (+01)","19:55 (+01)","20:00 (+01)","21:18 (+01)","05:04 (+01)","01:22 (+01)","23:33 (+01)","03:11 (+01)","18 Apr 2027",1808035261,18-04-2027,DD-MM-YYYY,18,Sunday,4,April,2027,AD,"Anno Domini",,11-11-1448,DD-MM-YYYY,11,"Al Ahad",الاحد,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:13 (+01)","06:47 (+01)","13:26 (+01)","17:00 (+01)","19:56 (+01)","20:01 (+01)","21:19 (+01)","05:03 (+01)","01:22 (+01)","23:33 (+01)","03:10 (+01)","19 Apr 2027",1808121661,19-04-2027,DD-MM-YYYY,19,Monday,4,April,2027,AD,"Anno Domini",,12-11-1448,DD-MM-YYYY,12,"Al Athnayn",الاثنين,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:11 (+01)","06:46 (+01)","13:26 (+01)","17:01 (+01)","19:57 (+01)","20:02 (+01)","21:20 (+01)","05:01 (+01)","01:21 (+01)","23:33 (+01)","03:09 (+01)","20 Apr 2027",1808208061,20-04-2027,DD-MM-YYYY,20,Tuesday,4,April,2027,AD,"Anno Domini",,13-11-1448,DD-MM-YYYY,13,"Al Thalaata",الثلاثاء,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,"Urs of Khalid al-Baghdadi (ق)"
"05:10 (+01)","06:45 (+01)","13:26 (+01)","17:01 (+01)","19:58 (+01)","20:03 (+01)","21:21 (+01)","05:00 (+01)","01:21 (+01)","23:33 (+01)","03:09 (+01)","21 Apr 2027",1808294461,21-04-2027,DD-MM-YYYY,21,Wednesday,4,April,2027,AD,"Anno Domini",,14-11-1448,DD-MM-YYYY,14,"Al Arba'a",الاربعاء,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:09 (+01)","06:43 (+01)","13:26 (+01)","17:01 (+01)","19:59 (+01)","20:04 (+01)","21:23 (+01)","04:59 (+01)","01:21 (+01)","23:33 (+01)","03:08 (+01)","22 Apr 2027",1808380861,22-04-2027,DD-MM-YYYY,22,Thursday,4,April,2027,AD,"Anno Domini",,15-11-1448,DD-MM-YYYY,15,"Al Khamees",الخميس,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:07 (+01)","06:42 (+01)","13:26 (+01)","17:01 (+01)","19:59 (+01)","20:04 (+01)","21:24 (+01)","04:57 (+01)","01:21 (+01)","23:34 (+01)","03:08 (+01)","23 Apr 2027",1808467261,23-04-2027,DD-MM-YYYY,23,Friday,4,April,2027,AD,"Anno Domini",,16-11-1448,DD-MM-YYYY,16,"Al Juma'a",الجمعة,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:06 (+01)","06:41 (+01)","13:25 (+01)","17:01 (+01)","20:00 (+01)","20:05 (+01)","21:25 (+01)","04:56 (+01)","01:21 (+01)","23:34 (+01)","03:07 (+01)","24 Apr 2027",1808553661,24-04-2027,DD-MM-YYYY,24,Saturday,4,April,2027,AD,"Anno Domini",,17-11-1448,DD-MM-YYYY,17,"Al Sabt",السبت,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:04 (+01)","06:40 (+01)","13:25 (+01)","17:01 (+01)","20:01 (+01)","20:06 (+01)","21:26 (+01)","04:54 (+01)","01:20 (+01)","23:34 (+01)","03:07 (+01)","25 Apr 2027",1808640061,25-04-2027,DD-MM-YYYY,25,Sunday,4,April,2027,AD,"Anno Domini",,18-11-1448,DD-MM-YYYY,18,"Al Ahad",الاحد,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,"Urs of Ali ar-Ramitani (ق)"
"05:03 (+01)","06:39 (+01)","13:25 (+01)","17:01 (+01)","20:02 (+01)","20:07 (+01)","21:27 (+01)","04:53 (+01)","01:20 (+01)","23:34 (+01)","03:06 (+01)","26 Apr 2027",1808726461,26-04-2027,DD-MM-YYYY,26,Monday,4,April,2027,AD,"Anno Domini",,19-11-1448,DD-MM-YYYY,19,"Al Athnayn",الاثنين,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:01 (+01)","06:38 (+01)","13:25 (+01)","17:01 (+01)","20:02 (+01)","20:07 (+01)","21:28 (+01)","04:51 (+01)","01:20 (+01)","23:34 (+01)","03:06 (+01)","27 Apr 2027",1808812861,27-04-2027,DD-MM-YYYY,27,Tuesday,4,April,2027,AD,"Anno Domini",,20-11-1448,DD-MM-YYYY,20,"Al Thalaata",الثلاثاء,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:00 (+01)","06:37 (+01)","13:25 (+01)","17:01 (+01)","20:03 (+01)","20:08 (+01)","21:29 (+01)","04:50 (+01)","01:20 (+01)","23:34 (+01)","03:05 (+01)","28 Apr 2027",1808899261,28-04-2027,DD-MM-YYYY,28,Wednesday,4,April,2027,AD,"Anno Domini",,21-11-1448,DD-MM-YYYY,21,"Al Arba'a",الاربعاء,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"04:58 (+01)","06:36 (+01)","13:25 (+01)","17:01 (+01)","20:04 (+01)","20:09 (+01)","21:30 (+01)","04:48 (+01)","01:20 (+01)","23:34 (+01)","03:05 (+01)","29 Apr 2027",1808985661,29-04-2027,DD-MM-YYYY,29,Thursday,4,April,2027,AD,"Anno Domini",,22-11-1448,DD-MM-YYYY,22,"Al Khamees",الخميس,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"04:57 (+01)","06:35 (+01)","13:24 (+01)","17:01 (+01)","20:05 (+01)","20:10 (+01)","21:31 (+01)","04:47 (+01)","01:20 (+01)","23:35 (+01)","03:05 (+01)","30 Apr 2027",1809072061,30-04-2027,DD-MM-YYYY,30,Friday,4,April,2027,AD,"Anno Domini",,23-11-1448,DD-MM-YYYY,23,"Al Juma'a",الجمعة,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"04:56 (+01)","06:34 (+01)","13:24 (+01)","17:01 (+01)","20:05 (+01)","20:10 (+01)","21:32 (+01)","04:46 (+01)","01:19 (+01)","23:35 (+01)","03:04 (+01)","01 May 2027",1809158461,01-05-2027,DD-MM-YYYY,01,Saturday,5,May,2027,AD,"Anno Domini",,24-11-1448,DD-MM-YYYY,24,"Al Sabt",السبت,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"04:54 (+01)","06:33 (+01)","13:24 (+01)","17:01 (+01)","20:06 (+01)","20:11 (+01)","21:33 (+01)","04:44 (+01)","01:19 (+01)","23:35 (+01)","03:04 (+01)","02 May 2027",1809244861,02-05-2027,DD-MM-YYYY,02,Sunday,5,May,2027,AD,"Anno Domini",,25-11-1448,DD-MM-YYYY,25,"Al Ahad",الاحد,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"04:53 (+01)","06:32 (+01)","13:24 (+01)","17:01 (+01)","20:07 (+01)","20:12 (+01)","21:34 (+01)","04:43 (+01)","01:19 (+01)","23:35 (+01)","03:03 (+01)","03 May 2027",1809331261,03-05-2027,DD-MM-YYYY,03,Monday,5,May,2027,AD,"Anno Domini",,26-11-1448,DD-MM-YYYY,26,"Al Athnayn",الاثنين,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"04:52 (+01)","06:31 (+01)","13:24 (+01)","17:01 (+01)","20:08 (+01)","20:13 (+01)","21:35 (+01)","04:42 (+01)","01:19 (+01)","23:35 (+01)","03:03 (+01)","04 May 2027",1809417661,04-05-2027,DD-MM-YYYY,04,Tuesday,5,May,2027,AD,"Anno Domini",,27-11-1448,DD-MM-YYYY,27,"Al Thalaata",الثلاثاء,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"04:50 (+01)","06:30 (+01)","13:24 (+01)","17:01 (+01)","20:09 (+01)","20:14 (+01)","21:36 (+01)","04:40 (+01)","01:19 (+01)","23:36 (+01)","03:03 (+01)","05 May 2027",1809504061,05-05-2027,DD-MM-YYYY,05,Wednesday,5,May,2027,AD,"Anno Domini",,28-11-1448,DD-MM-YYYY,28,"Al Arba'a",الاربعاء,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"04:49 (+01)","06:29 (+01)","13:24 (+01)","17:02 (+01)","20:09 (+01)","20:14 (+01)","21:37 (+01)","04:39 (+01)","01:19 (+01)","23:36 (+01)","03:02 (+01)","06 May 2027",1809590461,06-05-2027,DD-MM-YYYY,06,Thursday,5,May,2027,AD,"Anno Domini",,29-11-1448,DD-MM-YYYY,29,"Al Khamees",الخميس,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"04:48 (+01)","06:28 (+01)","13:24 (+01)","17:02 (+01)","20:10 (+01)","20:15 (+01)","21:38 (+01)","04:38 (+01)","01:19 (+01)","23:36 (+01)","03:02 (+01)","07 May 2027",1809676861,07-05-2027,DD-MM-YYYY,07,Friday,5,May,2027,AD,"Anno Domini",,01-12-1448,DD-MM-YYYY,1,"Al Juma'a",الجمعة,12,"Dhū al-Ḥijjah",ذوالحجة,30,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"04:47 (+01)","06:27 (+01)","13:24 (+01)","17:02 (+01)","20:11 (+01)","20:16 (+01)","21:39 (+01)","04:37 (+01)","01:19 (+01)","23:36 (+01)","03:02 (+01)","08 May 2027",1809763261,08-05-2027,DD-MM-YYYY,08,Saturday,5,May,2027,AD,"Anno Domini",,02-12-1448,DD-MM-YYYY,2,"Al Sabt",السبت,12,"Dhū al-Ḥijjah",ذوالحجة,30,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"04:45 (+01)","06:26 (+01)","13:24 (+01)","17:02 (+01)","20:12 (+01)","20:17 (+01)","21:40 (+01)","04:35 (+01)","01:19 (+01)","23:36 (+01)","03:01 (+01)","09 May 2027",1809849661,09-05-2027,DD-MM-YYYY,09,Sunday,5,May,2027,AD,"Anno Domini",,03-12-1448,DD-MM-YYYY,3,"Al Ahad",الاحد,12,"Dhū al-Ḥijjah",ذوالحجة,30,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"04:44 (+01)","06:25 (+01)","13:24 (+01)","17:02 (+01)","20:12 (+01)","20:17 (+01)","21:42 (+01)","04:34 (+01)","01:19 (+01)","23:37 (+01)","03:01 (+01)","10 May 2027",1809936061,10-05-2027,DD-MM-YYYY,10,Monday,5,May,2027,AD,"Anno Domini",,04-12-1448,DD-MM-YYYY,4,"Al Athnayn",الاثنين,12,"Dhū al-Ḥijjah",ذوالحجة,30,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"04:43 (+01)","06:24 (+01)","13:24 (+01)","17:02 (+01)","20:13 (+01)","20:18 (+01)","21:43 (+01)","04:33 (+01)","01:19 (+01)","23:37 (+01)","03:01 (+01)","11 May 2027",1810022461,11-05-2027,DD-MM-YYYY,11,Tuesday,5,May,2027,AD,"Anno Domini",,05-12-1448,DD-MM-YYYY,5,"Al Thalaata",الثلاثاء,12,"Dhū al-Ḥijjah",ذوالحجة,30,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"04:42 (+01)","06:23 (+01)","13:24 (+01)","17:02 (+01)","20:14 (+01)","20:19 (+01)","21:44 (+01)","04:32 (+01)","01:19 (+01)","23:37 (+01)","03:00 (+01)","12 May 2027",1810108861,12-05-2027,DD-MM-YYYY,12,Wednesday,5,May,2027,AD,"Anno Domini",,06-12-1448,DD-MM-YYYY,6,"Al Arba'a",الاربعاء,12,"Dhū al-Ḥijjah",ذوالحجة,30,1448,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
